framework,file,model,prompt_id,exec_time,syntax_valid,syntax_error_msg,total_individuals,approx_triples,cls_tp,cls_fp,cls_fn,cls_precision,cls_recall,cls_f1,obj_tp,obj_fp,obj_fn,obj_precision,obj_recall,obj_f1,data_tp,data_fp,data_fn,data_precision,data_recall,data_f1,macro_precision,macro_recall,macro_f1,missing_concepts,missing_obj_props,missing_data_props,hallucinated_classes,duplicate_subjects,undefined_refs,onto_classes_found,extra_classes,used_obj_props,used_data_props
CrewAI,job-posting_instances.ttl,gemini,P3,21.6,True,,28,165,9,0,1,1.0,0.9,0.9474,8,0,2,1.0,0.8,0.8889,7,0,0,1.0,1.0,1.0,1.0,0.9,0.9454,Goal,hasAgentConfig; hasTeamGoal,,,,,Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentMember; hasAssociatedTask; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,game-builder-crew_instances.ttl,chatgpt,P4,64.72,True,,26,135,9,0,1,1.0,0.9,0.9474,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,Tool,,,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; agentResourceUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasConfig; hasSystemConfig; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,industry-agents_instances.ttl,chatgpt,P4,53.85,True,,25,131,9,0,1,1.0,0.9,0.9474,8,0,2,1.0,0.8,0.8889,7,0,0,1.0,1.0,1.0,1.0,0.9,0.9454,Goal,hasAgentConfig; hasTeamGoal,,,,,Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentMember; hasAssociatedTask; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; resourceUsage; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,instagram_post_instances.ttl,chatgpt,P4,62.88,True,,45,206,8,0,2,1.0,0.8,0.8889,8,0,2,1.0,0.8,0.8889,4,0,3,1.0,0.5714,0.7273,1.0,0.7238,0.835,Config; Goal,hasAgentConfig; hasTeamGoal,configKey; configValue; promptOutputIndicator,,,,Capability; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentCapability; hasAgentMember; hasAssociatedTask; hasCapability; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; promptInstruction; stepOrder
CrewAI,job-posting_instances.ttl,chatgpt,P4,64.4,True,,41,172,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Config; EndStep; Goal; KnowledgeBase; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasKnowledge; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; resourceUsage; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,landing_page_generator_instances.ttl,chatgpt,P4,115.76,True,,83,348,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,6,0,1,1.0,0.8571,0.9231,1.0,0.919,0.9568,,hasTeamGoal,promptOutputIndicator,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Objective; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; contributesToGoal; contributesToObjective; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasRelatedPattern; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; stepOrder
CrewAI,markdown_validator_instances.ttl,chatgpt,P4,37.98,True,,19,95,9,0,1,1.0,0.9,0.9474,9,0,1,1.0,0.9,0.9474,6,0,1,1.0,0.8571,0.9231,1.0,0.8857,0.9393,Goal,hasTeamGoal,promptOutputIndicator,,,,Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasConfig; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; stepOrder
CrewAI,marketing_strategy_instances.ttl,chatgpt,P4,77.63,True,,45,195,9,1,1,0.9,0.9,0.9,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,0.9667,0.9333,0.9491,Goal,hasTeamGoal,,Context,,,Config; EndStep; Environment; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,Context,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasEnvironmentConfig; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; operatesIn; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; envType; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,match_profile_to_positions_instances.ttl,chatgpt,P4,45.05,True,,26,131,9,1,1,0.9,0.9,0.9,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.9667,0.9667,0.9667,WorkflowStep,,,Context,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern,Context,agentPrompt; agentToolUsage; containsResource; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,meta_quest_knowledge_instances.ttl,chatgpt,P4,36.47,True,,19,80,10,0,1,1.0,0.9091,0.9524,10,0,1,1.0,0.9091,0.9524,6,0,1,1.0,0.8571,0.9231,1.0,0.8918,0.9426,Tool,hasTeamGoal,agentRole,,,,Config; EndStep; Goal; KnowledgeBase; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasConfig; hasKnowledge; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,prep-for-a-meeting_instances.ttl,chatgpt,P4,62.3,True,,32,150,10,0,0,1.0,1.0,1.0,8,0,2,1.0,0.8,0.8889,7,0,0,1.0,1.0,1.0,1.0,0.9333,0.963,,hasAgentConfig; hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,recruitment_instances.ttl,chatgpt,P4,92.61,True,,40,174,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,6,0,1,1.0,0.8571,0.9231,1.0,0.9524,0.9744,,,promptOutputIndicator,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasConfig; hasSystemConfig; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; stepOrder
CrewAI,screenplay_writer_instances.ttl,chatgpt,P4,49.89,True,,52,233,9,0,1,1.0,0.9,0.9474,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9333,0.9649,Goal,hasTeamGoal,,,,,Config; EndStep; KnowledgeBase; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,starter_template_instances.ttl,chatgpt,P4,52.19,True,,26,109,9,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,stock_analysis_instances.ttl,chatgpt,P4,64.56,True,,45,232,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasConfig; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,surprise_trip_instances.ttl,chatgpt,P4,82.01,True,,28,119,9,0,1,1.0,0.9,0.9474,9,0,1,1.0,0.9,0.9474,6,0,1,1.0,0.8571,0.9231,1.0,0.8857,0.9393,Goal,hasTeamGoal,promptOutputIndicator,,,,Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; stepOrder
CrewAI,trip_planner_instances.ttl,chatgpt,P4,51.41,True,,21,100,8,0,2,1.0,0.8,0.8889,8,0,2,1.0,0.8,0.8889,3,0,4,1.0,0.4286,0.6,1.0,0.6762,0.7926,Config; Goal,hasAgentConfig; hasTeamGoal,agentID; agentRole; configKey; configValue,,,,EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentMember; hasAssociatedTask; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,promptInstruction; promptOutputIndicator; stepOrder
CrewAI,game-builder-crew_instances.ttl,claude,P4,23.82,True,,32,156,9,0,1,1.0,0.9,0.9474,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9333,0.9649,Tool,hasTeamGoal,,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Objective; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; contributesToObjective; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasObjective; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,game-builder-crew_instances.ttl,gemini,P4,12.89,True,,25,118,9,0,1,1.0,0.9,0.9474,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9333,0.9649,Tool,hasTeamGoal,,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,industry-agents_instances.ttl,gemini,P4,12.42,True,,25,107,10,0,0,1.0,1.0,1.0,8,0,2,1.0,0.8,0.8889,7,0,0,1.0,1.0,1.0,1.0,0.9333,0.963,,hasAgentConfig; hasTeamGoal,,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,instagram_post_instances.ttl,gemini,P4,15.27,True,,36,152,9,0,1,1.0,0.9,0.9474,9,0,1,1.0,0.9,0.9474,6,0,1,1.0,0.8571,0.9231,1.0,0.8857,0.9393,Goal,hasTeamGoal,promptOutputIndicator,,,,Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; stepOrder
CrewAI,job-posting_instances.ttl,gemini,P4,13.88,True,,28,122,9,0,1,1.0,0.9,0.9474,8,0,2,1.0,0.8,0.8889,7,0,0,1.0,1.0,1.0,1.0,0.9,0.9454,Goal,hasAgentConfig; hasTeamGoal,,,,,Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentMember; hasAssociatedTask; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,game-builder-crew_instances.ttl,chatgpt,P5,56.77,True,,35,157,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,industry-agents_instances.ttl,chatgpt,P5,44.19,True,,36,135,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,instagram_post_instances.ttl,chatgpt,P5,50.48,True,,61,231,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,job-posting_instances.ttl,chatgpt,P5,58.54,True,,46,176,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,landing_page_generator_instances.ttl,chatgpt,P5,66.69,True,,71,243,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,markdown_validator_instances.ttl,chatgpt,P5,38.68,True,,19,67,10,0,0,1.0,1.0,1.0,8,0,2,1.0,0.8,0.8889,7,0,0,1.0,1.0,1.0,1.0,0.9333,0.963,,hasTeamGoal; nextStep,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,marketing_strategy_instances.ttl,chatgpt,P5,42.12,True,,42,148,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,match_profile_to_positions_instances.ttl,chatgpt,P5,40.95,True,,26,114,9,0,1,1.0,0.9,0.9474,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,WorkflowStep,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,meta_quest_knowledge_instances.ttl,chatgpt,P5,68.44,True,,13,43,10,0,1,1.0,0.9091,0.9524,8,0,3,1.0,0.7273,0.8421,7,0,0,1.0,1.0,1.0,1.0,0.8788,0.9315,Tool,hasAgentConfig; hasTeamGoal; nextStep,,,,,Config; EndStep; Goal; KnowledgeBase; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasKnowledge; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,prep-for-a-meeting_instances.ttl,chatgpt,P5,47.32,True,,40,157,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,recruitment_instances.ttl,chatgpt,P5,62.36,True,,49,210,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,screenplay_writer_instances.ttl,chatgpt,P5,42.21,True,,50,208,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,starter_template_instances.ttl,chatgpt,P5,79.33,True,,30,124,9,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,stock_analysis_instances.ttl,chatgpt,P5,56.9,True,,49,212,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,surprise_trip_instances.ttl,chatgpt,P5,66.42,True,,42,157,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentCapability; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,trip_planner_instances.ttl,chatgpt,P5,42.88,True,,38,151,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentCapability; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,game-builder-crew_instances.ttl,claude,P5,25.42,True,,30,103,9,0,1,1.0,0.9,0.9474,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9333,0.9649,Tool,hasTeamGoal,,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
